日期,城市,行政區,場站名稱,總車柱數,可借車數,可還位數,經度,緯度
2026-05-29 22:30:33,新北市,淡水區,輕軌淡水行政中心站,48,0,48,121.44435,25.18916
2026-05-29 22:30:33,新北市,新店區,民生路156巷,31,18,12,121.52751,24.98202
2026-05-29 22:30:33,新北市,新店區,安康高中,75,13,62,121.51521,24.96927
2026-05-29 22:30:33,新北市,蘆洲區,蘆洲中路公園,49,21,27,121.46822,25.0818
2026-05-29 22:30:33,新北市,蘆洲區,鴨母港抽水站,30,24,6,121.45673,25.08294
2026-05-29 22:30:33,新北市,蘆洲區,永平公園,26,0,24,121.45942,25.08999
2026-05-29 22:30:33,新北市,蘆洲區,林建生紀念圖書館,37,19,18,121.46988,25.08843
2026-05-29 22:30:33,新北市,蘆洲區,捷運蘆洲站,92,0,92,121.46403,25.09164
2026-05-29 22:30:33,新北市,三重區,三光國小(金滿意),45,31,13,121.49687,25.05596
2026-05-29 22:30:33,新北市,三重區,六合公園,44,36,8,121.48759,25.0695
2026-05-29 22:30:33,新北市,中和區,碧河宮,46,3,43,121.49314,24.99665
2026-05-29 22:30:33,新北市,汐止區,東勢宜興活動中心,33,22,11,121.62429,25.03881
2026-05-29 22:30:33,新北市,板橋區,四川遠東路口,60,2,58,121.45759,24.99856
2026-05-29 22:30:33,新北市,板橋區,湳雅觀光夜市(津渡橋),56,0,55,121.45231,25.0079
2026-05-29 22:30:33,新北市,板橋區,南雅公園,45,4,40,121.45526,25.00376
2026-05-29 22:30:33,新北市,板橋區,板橋信義公園,55,1,54,121.45622,24.99625
2026-05-29 22:30:33,新北市,板橋區,莊敬公園,50,12,38,121.47025,25.02062
2026-05-29 22:30:33,新北市,中和區,圓通錦和路口,54,4,50,121.49125,24.98955
2026-05-29 22:30:33,新北市,中和區,福和宮,57,9,48,121.50195,25.00111
2026-05-29 22:30:33,新北市,永和區,保順環河西路口,69,45,24,121.50285,25.01135
2026-05-29 22:30:33,新北市,汐止區,工建樟樹一路口,44,12,31,121.64112,25.06319
2026-05-29 22:30:33,新北市,板橋區,板橋仁愛公園,51,4,47,121.45971,24.99601
2026-05-29 22:30:33,新北市,板橋區,新北市藝文中心,54,1,52,121.47251,25.02620
2026-05-29 22:30:33,新北市,板橋區,民生長江路口,99,85,14,121.46346,25.03134
2026-05-29 22:30:33,新北市,板橋區,永翠藝文街口(大禾社區),44,23,21,121.45029,25.01801
2026-05-29 22:30:33,新北市,板橋區,華江一華江五路口(雙江翠社區),46,37,9,121.47253,25.03485
2026-05-29 22:30:33,新北市,淡水區,義山新市一路口,25,13,12,121.43736,25.18623
2026-05-29 22:30:33,新北市,淡水區,輕軌沙崙站,36,4,32,121.41696,25.18741
2026-05-29 22:30:33,新北市,蘆洲區,彩虹兒童公園,22,4,18,121.46460,25.08871
2026-05-29 22:30:33,新北市,三重區,信義公園,32,0,32,121.49875,25.0648
2026-05-29 22:30:33,新北市,三重區,大智公園,30,9,21,121.49445,25.06361
2026-05-29 22:30:33,新北市,三重區,進安公園,33,21,12,121.49377,25.08603
2026-05-29 22:30:33,新北市,板橋區,永豐公園活動中心,32,9,23,121.47685,25.02113
2026-05-29 22:30:33,新北市,板橋區,四維公園地下停車場,93,0,93,121.46392,25.02569
2026-05-29 22:30:33,新北市,新店區,柴埕市民活動中心,30,17,13,121.51648,24.96678
2026-05-29 22:30:33,新北市,三重區,興華公園,45,0,45,121.4831,25.06013
2026-05-29 22:30:33,新北市,三重區,文中小停車場,44,4,39,121.48255,25.05899
2026-05-29 22:30:33,新北市,三重區,和平公園,20,11,9,121.48571,25.07088
2026-05-29 22:30:33,新北市,中和區,雙和醫院,37,1,36,121.49411,24.99367
2026-05-29 22:30:33,新北市,汐止區,雍和科學園區,33,10,23,121.62602,25.05808
2026-05-29 22:30:33,新北市,板橋區,華德公園,58,44,14,121.45279,24.99195
2026-05-29 22:30:33,新北市,板橋區,捷運新埔站(5號出口),79,2,77,121.46808,25.0235
2026-05-29 22:30:33,新北市,板橋區,莒光國小,37,1,35,121.47465,25.02565
2026-05-29 22:30:33,新北市,新店區,新店高中,47,6,38,121.53421,24.97418
2026-05-29 22:30:33,新北市,三重區,三重國民運動中心,38,0,38,121.48849,25.05439
2026-05-29 22:30:33,新北市,三重區,三重行政中心,59,1,57,121.48823,25.06057
2026-05-29 22:30:33,新北市,中和區,景安板南路口,39,12,27,121.50424,24.99228
2026-05-29 22:30:33,新北市,中和區,新北市立中和高級中學,42,3,38,121.4786,24.99424
2026-05-29 22:30:33,新北市,中和區,民享藝文特區,50,25,25,121.47529,25.00354
2026-05-29 22:30:33,新北市,中和區,捷運景平站,51,6,45,121.51563,24.99202
2026-05-29 22:30:33,新北市,永和區,秀朗國小,48,39,9,121.52278,24.99896
2026-05-29 22:30:33,新北市,永和區,永和國民運動中心,53,23,30,121.52407,25.00317
2026-05-29 22:30:33,新北市,汐止區,台灣科學園區,54,7,47,121.63496,25.05793
2026-05-29 22:30:33,新北市,板橋區,環河公園,44,24,19,121.45064,25.01666
2026-05-29 22:30:33,新北市,板橋區,捷運新埔站(1號出口),99,1,98,121.46745,25.0235
2026-05-29 22:30:33,新北市,板橋區,板橋和平公園,54,10,44,121.46427,24.99766
2026-05-29 22:30:33,新北市,板橋區,浮洲合宜住宅(合安一路),34,17,15,121.4465,24.99946
2026-05-29 22:30:33,新北市,新店區,崇光女中,39,6,33,121.53904,24.97156
2026-05-29 22:30:33,新北市,三重區,中興橋(環河南路254巷口),26,22,4,121.49138,25.05052
2026-05-29 22:30:33,新北市,三重區,疏洪東竹圍仔街口,25,4,21,121.4864,25.04861
2026-05-29 22:30:33,新北市,中和區,台灣科技廣場,70,1,68,121.48906,25.00572
2026-05-29 22:30:33,新北市,中和區,安邦公園,53,49,4,121.49651,24.99678
2026-05-29 22:30:33,新北市,永和區,名利橋,39,24,13,121.50099,25.00785
2026-05-29 22:30:33,新北市,三重區,捷運三重國小站,52,0,50,121.49713,25.07042
2026-05-29 22:30:33,新北市,中和區,中和國民運動中心,64,4,60,121.48758,24.99348
2026-05-29 22:30:33,新北市,中和區,中和青年社會住宅,57,50,3,121.51918,24.99099
2026-05-29 22:30:33,新北市,中和區,員勝公園,47,16,31,121.47860,25.01090
2026-05-29 22:30:33,新北市,汐止區,汐科火車站(南),77,1,76,121.64684226184235,25.06274482486429
2026-05-29 22:30:33,新北市,板橋區,板橋地政事務所,61,0,61,121.46333,25.00841
2026-05-29 22:30:33,新北市,板橋區,板橋真武廟,20,1,19,121.48594,25.02046
2026-05-29 22:30:33,新北市,板橋區,馥華公園,53,4,49,121.44564,25.00607
2026-05-29 22:30:33,新北市,板橋區,板橋國中,62,10,52,121.45437,25.02499
2026-05-29 22:30:33,新北市,板橋區,文化路二段182巷1弄,49,0,49,121.47241,25.02926
2026-05-29 22:30:33,新北市,板橋區,三抱竹,34,28,4,121.44139,24.99864
2026-05-29 22:30:33,新北市,板橋區,潤泰社區,35,1,34,121.47938,25.01795
2026-05-29 22:30:33,新北市,淡水區,濱海路一段111巷口(西側),29,7,22,121.43945,25.18928
2026-05-29 22:30:33,新北市,淡水區,竿蓁市民活動中心,25,12,13,121.45069,25.16504
2026-05-29 22:30:33,新北市,淡水區,輕軌淡金北新站,45,14,31,121.45245,25.1808
2026-05-29 22:30:33,新北市,新店區,安光公園,32,15,17,121.51446,24.96423
2026-05-29 22:30:33,新北市,新店區,碧潭渡船頭,26,19,7,121.53746,24.95310
2026-05-29 22:30:33,新北市,新店區,文山國中,25,15,10,121.53937,24.95521
2026-05-29 22:30:33,新北市,蘆洲區,溪墘公園,43,13,30,121.47621,25.07997
2026-05-29 22:30:33,新北市,蘆洲區,柳堤公園,41,2,39,121.46219,25.08799
2026-05-29 22:30:33,新北市,三重區,三德公園,36,19,16,121.50076924045402,25.075005324200696
2026-05-29 22:30:33,新北市,三重區,開元市民活動中心,36,26,9,121.50356,25.06607
2026-05-29 22:30:33,新北市,三重區,翔譽雙子星,36,16,18,121.49292,25.05364
2026-05-29 22:30:33,新北市,三重區,先嗇宮,30,2,28,121.47601,25.05119
2026-05-29 22:30:33,新北市,中和區,捷運南勢角站(4號出口),96,1,94,121.50998,24.98942
2026-05-29 22:30:33,新北市,中和區,積穗國中,33,15,14,121.47808,24.99977
2026-05-29 22:30:33,新北市,永和區,仁愛公園,79,36,42,121.50542,25.00952
2026-05-29 22:30:33,新北市,永和區,保安永平路口,47,29,18,121.50604,25.01233
2026-05-29 22:30:33,新北市,汐止區,樟樹國小,50,19,31,121.64039,25.06693
2026-05-29 22:30:33,新北市,汐止區,原興廣場,49,2,46,121.63304,25.06507
2026-05-29 22:30:33,新北市,汐止區,東方科學園區,63,2,60,121.64951,25.06126
2026-05-29 22:30:33,新北市,板橋區,永安公園,64,21,41,121.47776,25.02418
2026-05-29 22:30:33,新北市,板橋區,環河西大漢街口,46,35,11,121.46120,25.03183
2026-05-29 22:30:33,新北市,板橋區,新北市立圖書館總館,53,0,53,121.45569,25.00147
2026-05-29 22:30:33,新北市,板橋區,板橋第一運動場,46,2,44,121.46799,25.00914
2026-05-29 22:30:33,新北市,板橋區,崑崙活力廣場,52,0,52,121.43294,24.99402
2026-05-29 22:30:33,新北市,板橋區,浮洲火車站,76,1,75,121.44425,25.0041
2026-05-29 22:30:33,新北市,板橋區,時光公園,20,12,8,121.47948,25.03622
2026-05-29 22:30:33,新北市,板橋區,仁化文新路口,36,10,25,121.47928,25.03486
2026-05-29 22:30:33,新北市,板橋區,板橋果菜批發市場,26,15,10,121.45004,25.02113
2026-05-29 22:30:33,新北市,板橋區,捷運江子翠站(3號出口),60,0,60,121.47195,25.02933
2026-05-29 22:30:33,新北市,板橋區,永翠藝文街口(柏克萊公園社區),45,26,19,121.45066,25.01811
2026-05-29 22:30:33,新北市,板橋區,藝文二永翠路口(青峰社區),39,21,18,121.45221,25.02142
2026-05-29 22:30:33,新北市,板橋區,中正新月二街口(富江翠社區),40,9,31,121.45437,25.02586
2026-05-29 22:30:33,新北市,板橋區,大觀國中,99,72,25,121.44698,25.01076
2026-05-29 22:30:33,新北市,板橋區,聯合醫院板橋院區,52,27,25,121.45789,25.02406
2026-05-29 22:30:33,新北市,淡水區,捷運紅樹林站,44,27,17,121.45912,25.15358
2026-05-29 22:30:33,新北市,淡水區,捷運淡水站,98,67,30,121.44418,25.16883
2026-05-29 22:30:33,新北市,淡水區,新市一路一段99巷口,38,20,17,121.43109,25.18796
2026-05-29 22:30:33,新北市,淡水區,新市二路四段,25,11,14,121.44185,25.19254
2026-05-29 22:30:33,新北市,新店區,寶橋路235巷口,44,7,37,121.55234,24.97955
2026-05-29 22:30:33,新北市,蘆洲區,蘆洲李宅古蹟,30,12,18,121.46655,25.08496
2026-05-29 22:30:33,新北市,蘆洲區,蘆洲中原公園,45,31,14,121.46389,25.08332
2026-05-29 22:30:33,新北市,蘆洲區,捷運三民高中站(1號出口),12,0,12,121.47272,25.08582
2026-05-29 22:30:33,新北市,蘆洲區,蘆洲三民公園,33,11,22,121.46013,25.09431
2026-05-29 22:30:33,新北市,三重區,三重綜合體育館,52,0,52,121.49193,25.06145
2026-05-29 22:30:33,新北市,板橋區,漢生東路193巷口,19,1,18,121.47128,25.01225
2026-05-29 22:30:33,新北市,中和區,捷運景安站,96,0,95,121.50472,24.99352
2026-05-29 22:30:32,新北市,板橋區,捷運板新站,96,0,96,121.47124,25.01409
2026-05-29 22:30:32,新北市,新店區,捷運小碧潭站(1號出口),29,8,21,121.53029,24.97152
2026-05-29 22:30:32,新北市,中和區,民有公園,48,9,39,121.47468,25.00863
2026-05-29 22:30:32,新北市,中和區,中正路161巷口,56,43,13,121.49935,24.99299
2026-05-29 22:30:32,新北市,板橋區,捷運新埔民生站,40,0,40,121.46657,25.02598
2026-05-29 22:30:32,新北市,板橋區,健華新城社區,72,0,72,121.46530,25.01927
2026-05-29 22:30:32,新北市,新店區,國家人權博物館,15,3,12,121.53198,24.98835
2026-05-29 22:30:32,新北市,三重區,重新重安街口,35,0,35,121.48975,25.05844
2026-05-29 22:30:32,新北市,三重區,捷運三重站(1號出口),61,11,50,121.48322,25.05464
2026-05-29 22:30:32,新北市,三重區,捷運菜寮站(3號出口),60,0,59,121.4922,25.06047
2026-05-29 22:30:32,新北市,三重區,修德國小,34,7,25,121.49045,25.0653
2026-05-29 22:30:32,新北市,中和區,漳和國中,65,4,61,121.50505,25.00244
2026-05-29 22:30:32,新北市,中和區,光華橋(保平路),31,1,30,121.50779,25.00467
2026-05-29 22:30:32,新北市,板橋區,溪洲公園停車場,40,18,22,121.42686,24.98698
2026-05-29 22:30:32,新北市,新店區,陽光橋,76,41,26,121.52477,24.97924
2026-05-29 22:30:32,新北市,板橋區,新北市政府(新站路),74,10,64,121.46653,25.01252
2026-05-29 22:30:32,新北市,三重區,力行大勇街口,33,10,23,121.48151,25.07193
2026-05-29 22:30:32,新北市,板橋區,捷運亞東醫院站(2號出口),52,1,51,121.45220,24.99763
2026-05-29 22:30:32,新北市,新店區,天山公園(永安街),30,7,19,121.51753,24.98652
2026-05-29 22:30:32,新北市,新店區,北新國小,49,1,48,121.54443,24.97423
2026-05-29 22:30:32,新北市,新店區,中正國小,36,6,30,121.53646,24.9714
2026-05-29 22:30:32,新北市,三重區,三重高中,48,1,47,121.49171,25.05478
2026-05-29 22:30:32,新北市,三重區,後竹圍市民活動中心,45,27,17,121.48576,25.07246
2026-05-29 22:30:32,新北市,三重區,厚德公園,41,30,10,121.4912,25.07199
2026-05-29 22:30:32,新北市,板橋區,板林溪北路口,57,0,57,121.42636,24.99057
2026-05-29 22:30:32,新北市,板橋區,埤墘公園,37,2,34,121.47422,25.02332
2026-05-29 22:30:32,新北市,新店區,中興寶橋路口,61,1,60,121.54687,24.97618
2026-05-29 22:00:40,新北市,三峽區,長泰街40巷口,17,6,9,121.37811,24.93234
2026-05-29 22:00:40,新北市,土城區,雲溪廣場(青雲路183巷),15,4,9,121.45961,24.98270
2026-05-29 22:00:40,新北市,中和區,安和安樂路口,15,13,2,121.51196,24.99344
2026-05-29 22:00:40,新北市,板橋區,望月公園,32,22,10,121.45787,25.02997
2026-05-29 22:00:40,新北市,泰山區,和平楓樹街口(和平公園),15,6,9,121.43507,25.06456
2026-05-29 22:00:40,新北市,淡水區,淡江大橋橋管中心,40,2,36,121.42002,25.17964
2026-05-29 22:00:40,新北市,土城區,捷運媽祖田站,35,22,0,121.41185,24.95381
2026-05-29 22:00:40,新北市,土城區,新洲擺接堡路口,28,6,22,121.43742,24.97781
2026-05-29 22:00:40,新北市,中和區,圓通路369巷口,18,14,4,121.48737,24.98852
2026-05-29 22:00:40,新北市,中和區,中和慈惠堂,15,5,9,121.47964,24.98153
2026-05-29 22:00:40,新北市,五股區,成州派出所,49,15,34,121.44785,25.09155
2026-05-29 22:00:40,新北市,板橋區,板橋戶政事務所海山辦事處,50,1,49,121.47038,25.01182
2026-05-29 22:00:40,新北市,淡水區,濱海路一段370號,22,5,17,121.43942,25.18962
2026-05-29 22:00:40,新北市,淡水區,淡水轉運站,50,0,50,121.42153,25.17915
2026-05-29 22:00:40,新北市,樹林區,臺鐵樹林車站(後站停車場),64,0,64,121.42384,24.99089
2026-05-29 22:00:40,新北市,三重區,長榮龍濱路口,19,2,16,121.50238,25.06908
2026-05-29 22:00:40,新北市,林口區,林口廣停一停車場,18,3,15,121.37220,25.07534
2026-05-29 22:00:40,新北市,林口區,民族忠孝路口,14,7,7,121.36496,25.07484
2026-05-29 22:00:40,新北市,板橋區,中華電信板橋雲端資料中心,45,2,43,121.45825,24.99530
2026-05-29 22:00:40,新北市,樹林區,鎮前街347巷口,16,11,5,121.41638,24.98419
2026-05-29 22:00:40,新北市,八里區,龍米路二段205巷口,22,15,7,121.43231,25.15850
2026-05-29 22:00:40,新北市,三重區,新北大道二段139巷,11,3,8,121.46662,25.05981
2026-05-29 22:00:40,新北市,中和區,連城路469巷21弄,12,1,9,121.48432,24.99508
2026-05-29 22:00:40,新北市,坪林區,國中碇坪路二段口,19,0,0,121.71259,24.93666
2026-05-29 22:00:40,新北市,板橋區,中山路二段295巷口,20,3,17,121.47835,25.01851
2026-05-29 22:00:40,新北市,板橋區,港德攤集區(中正路236巷),20,9,4,121.45970,25.01975
2026-05-29 22:00:40,新北市,板橋區,華中公園,15,10,5,121.44676,25.01890
2026-05-29 22:00:40,新北市,新莊區,思源路593巷口,16,1,15,121.45962,25.05954
2026-05-29 22:00:40,新北市,三重區,水漾成功一街口,32,14,18,121.48557,25.05004
2026-05-29 22:00:40,新北市,五股區,五股環保藝術公園(芳洲路),18,9,9,121.44308,25.08425
2026-05-29 22:00:40,新北市,淡水區,新市二路三段36巷口,22,9,13,121.43302,25.19301
2026-05-29 22:00:40,新北市,新店區,央北二月記街口,22,9,13,121.53008,24.97763
2026-05-29 22:00:40,新北市,新莊區,新樹路258巷口,19,8,11,121.43269,25.01525
2026-05-29 22:00:40,新北市,蘆洲區,長興光華路186巷口,13,8,5,121.46429,25.08285
2026-05-29 22:00:40,新北市,鶯歌區,鳳三龍七路口,18,1,17,121.33467,24.97204
2026-05-29 22:00:40,新北市,八里區,中山賢一街口,17,2,15,121.42144,25.15916
2026-05-29 22:00:40,新北市,八里區,商港一十三行路口,30,1,29,121.40558,25.15483
2026-05-29 22:00:40,新北市,三重區,仁愛街458巷口,20,2,15,121.49015,25.08211
2026-05-29 22:00:40,新北市,三重區,重新橋第1市民活動中心,15,2,13,121.48563,25.05355
2026-05-29 22:00:40,新北市,三重區,集賢三信路口(南側),17,7,9,121.49187,25.08861
2026-05-29 22:00:40,新北市,汐止區,下街福德宮,19,6,13,121.65555,25.06807
2026-05-29 22:00:40,新北市,八里區,八里左岸自行車道(4.4K福德宮),15,8,6,121.44789,25.14315
2026-05-29 22:00:40,新北市,土城區,頂新公園,21,13,1,121.41425,24.95397
2026-05-29 22:00:40,新北市,中和區,中興公園,17,8,9,121.50061,24.98805
2026-05-29 22:00:40,新北市,林口區,文化一麗園路2巷口,18,4,14,121.37494,25.07222
2026-05-29 22:00:40,新北市,林口區,文化三路一段203號前,27,1,26,121.36246,25.07039
2026-05-29 22:00:40,新北市,板橋區,仁愛路62巷(14&24弄口),29,15,14,121.45998,24.99821
2026-05-29 22:00:40,新北市,板橋區,縣民板城路口,40,6,34,121.45325,25.00392
2026-05-29 22:00:40,新北市,新莊區,五權一五工三路口,20,8,12,121.45797,25.06593
2026-05-29 22:00:40,新北市,鶯歌區,中湖市民活動中心,20,13,7,121.34721,24.97285
2026-05-29 22:00:40,新北市,鶯歌區,鳳一鳳吉一街口,20,10,10,121.33170,24.97677
2026-05-29 22:00:40,新北市,鶯歌區,鳳五路122號前,18,8,7,121.32991,24.97316
2026-05-29 22:00:40,新北市,三重區,仁愛仁政街145巷口,18,16,2,121.49219,25.07949
2026-05-29 22:00:40,新北市,林口區,忠孝公園路口,16,1,15,121.36982,25.07120
2026-05-29 22:00:40,新北市,板橋區,大觀路二段1巷,24,13,10,121.44863,25.00382
2026-05-29 22:00:40,新北市,板橋區,藝文一永翠路口,54,19,35,121.45268,25.02240
2026-05-29 22:00:40,新北市,新店區,中正路144巷口,15,4,11,121.54190,24.97148
2026-05-29 22:00:40,新北市,新莊區,新莊快樂公園,27,14,8,121.44355,25.03033
2026-05-29 22:00:40,新北市,鶯歌區,龍鳳夜市,30,13,17,121.33331,24.97329
2026-05-29 22:00:40,新北市,三重區,仁信段平面停車場(元信一街),30,6,23,121.49692,25.07791
2026-05-29 22:00:40,新北市,三重區,三重忠孝公園,28,11,17,121.47932,25.06325
2026-05-29 22:00:40,新北市,三重區,三重環河陸橋,16,2,14,121.49943,25.08149
2026-05-29 22:00:40,新北市,土城區,土城綜合球場,30,10,20,121.45420,24.97872
2026-05-29 22:00:40,新北市,石門區,石門婚紗廣場,17,0,0,121.53101,25.28747
2026-05-29 22:00:40,新北市,林口區,南勢國中,24,0,24,121.36232,25.07486
2026-05-29 22:00:40,新北市,新店區,十四張歷史建築園區(文記街),49,30,19,121.52792,24.98065
2026-05-29 22:00:40,新北市,樹林區,四維八德街口,15,4,11,121.42107,24.98018
2026-05-29 22:00:40,新北市,三重區,谷王公園,18,10,5,121.47718,25.05283
2026-05-29 22:00:40,新北市,三重區,仁義街37巷元富一街口,40,30,10,121.50030,25.07785
2026-05-29 22:00:40,新北市,中和區,捷運橋和站,62,11,51,121.49082,25.00381
2026-05-29 22:00:40,新北市,中和區,中和福美公園,40,10,30,121.50265,25.00606
2026-05-29 22:00:40,新北市,汐止區,福德一路392巷41弄口,20,4,16,121.62637,25.06314
2026-05-29 22:00:40,新北市,林口區,樂活公園(文化一路),26,0,26,121.36922,25.06722
2026-05-29 22:00:40,新北市,林口區,忠孝二文化二路口,23,0,23,121.36541,25.06913
2026-05-29 22:00:40,新北市,板橋區,亞東醫院,61,2,59,121.45318,24.99837
2026-05-29 22:00:40,新北市,板橋區,生態北公園,18,0,18,121.45643,24.99952
2026-05-29 22:00:40,新北市,板橋區,生態南公園,18,0,18,121.45504,24.99602
2026-05-29 22:00:40,新北市,淡水區,竹圍國小,28,2,25,121.45989,25.14638
2026-05-29 22:00:40,新北市,瑞芳區,瑞芳棒球場,25,15,10,121.81884,25.10666
2026-05-29 22:00:40,新北市,土城區,明德青和街口,31,9,22,121.45754,24.97738
2026-05-29 22:00:40,新北市,中和區,大勇立人街口,18,14,4,121.51750,24.99397
2026-05-29 22:00:40,新北市,中和區,莒光華安街口,17,8,8,121.46876,24.99467
2026-05-29 22:00:40,新北市,汐止區,福德一路392巷口,20,7,13,121.62754,25.06098
2026-05-29 22:00:40,新北市,汐止區,湖光市民活動中心,16,5,11,121.63362,25.06849
2026-05-29 22:00:40,新北市,板橋區,中山路二段443巷口,23,14,8,121.48102,25.02051
2026-05-29 22:00:40,新北市,板橋區,捷運新埔站(3號出口),20,1,19,121.46868,25.02247
2026-05-29 22:00:40,新北市,烏來區,烏來公車總站,15,0,0,121.55139,24.86652
2026-05-29 22:00:40,新北市,淡水區,大庄福德宮,15,6,9,121.42796,25.18830
2026-05-29 22:00:40,新北市,淡水區,淡水中正路停車場,24,23,1,121.43586,25.17308
2026-05-29 22:00:40,新北市,淡水區,輕軌崁頂站(西側),22,3,19,121.43419,25.20153
2026-05-29 22:00:40,新北市,土城區,土城紫藤廊道(學海街),25,13,7,121.44836,24.97923
2026-05-29 22:00:40,新北市,中和區,莒光德光路口,15,9,2,121.47223,25.00429
2026-05-29 22:00:40,新北市,中和區,光之公園,21,8,13,121.48667,25.01184
2026-05-29 22:00:40,新北市,中和區,安邦段青年社會住宅,40,3,37,121.49542,24.99890
2026-05-29 22:00:40,新北市,中和區,水之公園,18,2,16,121.48411,25.01300
2026-05-29 22:00:40,新北市,五股區,五股戶政事務所,30,6,24,121.44561,25.09155
2026-05-29 22:00:40,新北市,林口區,中山文化二路口,17,4,13,121.37942,25.08288
2026-05-29 22:00:40,新北市,新店區,溪洲原住民族生活文化園區Cinemnemay,21,15,6,121.52834,24.96826
2026-05-29 22:00:40,新北市,新莊區,塭仔圳十米園道(幸福路口),35,15,20,121.44247,25.04972
2026-05-29 22:00:40,新北市,新莊區,民安西路468巷口,25,4,21,121.43176,25.00796
2026-05-29 22:00:40,新北市,鶯歌區,龍五鳳七路口,30,19,11,121.33101,24.97043
2026-05-29 22:00:40,新北市,板橋區,莊敬路25巷口,23,2,21,121.47338,25.02734
2026-05-29 22:00:40,新北市,板橋區,捷運江子翠站(5號出口),31,0,31,121.47291,25.03046
2026-05-29 22:00:40,新北市,板橋區,浮洲合宜住宅(合宜一合宜路口),22,11,11,121.44602,24.99536
2026-05-29 22:00:40,新北市,板橋區,重慶國小(和平路101巷),21,10,10,121.46216,24.99537
2026-05-29 22:00:40,新北市,萬里區,翡翠灣停車場,54,0,0,121.68493,25.19117
2026-05-29 22:00:40,新北市,八里區,商港六商港三路口,15,9,6,121.39589,25.14968
2026-05-29 22:00:40,新北市,八里區,訊庄埔公園,15,11,4,121.39222,25.14244
2026-05-29 22:00:40,新北市,瑞芳區,深澳鐵道自行車八斗子站,15,0,0,121.80548,25.13417
2026-05-29 22:00:40,新北市,新店區,十四張歷史公園(北側),24,12,12,121.52689,24.97980
2026-05-29 22:00:40,新北市,新莊區,民安西路88巷口,18,4,9,121.42703,25.01912
2026-05-29 22:00:40,新北市,三峽區,三峽原住民族生活文化園區,31,17,14,121.36672,24.94565
2026-05-29 22:00:40,新北市,五股區,新五路二段299號,26,14,12,121.44361,25.08707
2026-05-29 22:00:40,新北市,五股區,獅子頭山水匯集廣場,25,1,24,121.45769,25.11171
2026-05-29 22:00:40,新北市,汐止區,江北二橋,32,5,27,121.65297,25.06997
2026-05-29 22:00:40,新北市,汐止區,中華街57巷口,17,10,7,121.66763,25.07148
2026-05-29 22:00:40,新北市,林口區,國家檔案館,17,2,15,121.37472,25.07353
2026-05-29 22:00:40,新北市,林口區,國家檔案館(文化一路),25,2,23,121.37527,25.07285
2026-05-29 22:00:40,新北市,淡水區,崁頂三後洲路一段路口,20,5,14,121.42972,25.20158
2026-05-29 22:00:40,新北市,瑞芳區,水湳洞停車場,20,0,0,121.86443,25.12221
2026-05-29 22:00:40,新北市,林口區,文化三四維路口,29,8,21,121.37414,25.07979
2026-05-29 22:00:40,新北市,林口區,文化北忠孝一路口,18,7,11,121.36119,25.07376
2026-05-29 22:00:40,新北市,板橋區,致理科技大學,31,2,28,121.46271,25.02025
2026-05-29 22:00:40,新北市,淡水區,崁頂市民活動中心,20,10,9,121.42870,25.19772
2026-05-29 22:00:40,新北市,新店區,福民市民活動中心,15,3,12,121.53305,24.97293
2026-05-29 22:00:40,新北市,八里區,狀元公園,20,8,12,121.41036,25.15450
2026-05-29 22:00:40,新北市,八里區,商港三頂罟二路口,25,17,8,121.40168,25.15333
2026-05-29 22:00:40,新北市,中和區,中坑公園,13,5,8,121.48294,24.98515
2026-05-29 22:00:40,新北市,五股區,五工二五工一路口(泰博科技),20,3,17,121.45362,25.07155
2026-05-29 22:00:40,新北市,淡水區,新民街120巷,15,5,9,121.43834,25.17808
2026-05-29 22:00:40,新北市,鶯歌區,鳳鳴機器人公園,17,8,7,121.33465,24.96618
2026-05-29 22:00:40,新北市,新莊區,新莊棒球場(和興街),37,22,14,121.44654,25.04069
2026-05-29 22:00:40,新北市,萬里區,翡翠灣,38,7,31,121.68353,25.18676
2026-05-29 22:00:40,新北市,新莊區,昌盛橋,20,11,1,121.45317,25.04973
2026-05-29 22:00:40,新北市,新莊區,中平中榮街口,17,7,10,121.44464,25.05307
2026-05-29 22:00:40,新北市,新莊區,豐年陸橋,18,7,9,121.44754,25.02967
2026-05-29 22:00:40,新北市,中和區,新生街112巷口(欽禾社區),40,22,11,121.48345,25.00273
2026-05-29 22:00:40,新北市,烏來區,烏來老街,28,0,0,121.55168,24.86493
2026-05-29 22:00:40,新北市,萬里區,獅子公園,20,0,0,121.70565,25.17489
2026-05-29 22:00:40,新北市,鶯歌區,新鳳公園,14,6,8,121.32474,24.97320
2026-05-29 22:00:39,新北市,三重區,河邊北街100巷口,20,9,10,121.50404,25.07043
2026-05-29 22:00:39,新北市,蘆洲區,蘆洲環河公園,16,4,12,121.46046,25.09516
2026-05-29 22:00:39,新北市,土城區,青隆青福街口,20,14,6,121.45665,24.97974
2026-05-29 22:00:39,新北市,板橋區,民治街81巷,16,11,5,121.48005,25.03223
2026-05-29 22:00:39,新北市,板橋區,松柏街50巷90弄口,12,2,9,121.47621,25.02833
2026-05-29 22:00:39,新北市,板橋區,中山路二段565巷,15,6,9,121.48402,25.02263
2026-05-29 22:00:39,新北市,淡水區,沙崙新民街口,21,16,5,121.42960,25.18832
2026-05-29 22:00:39,新北市,淡水區,程氏古厝,15,8,6,121.42902,25.18921
